Date ,Incident Type,Location,City,Unit ID,Whole Address,Latitude,Longitude
08/27/2023,ACCIDENT,8461 Annapolis Rd Eb," New Carollton MD, 20784",PP/NC21,"8461 Annapolis Rd Eb New Carollton MD, 20784",38.9574249,-76.8692359
08/27/2023,911 DISCONNECT,8494 Annapolis Rd Wb," New Carollton MD, 20784",,"8494 Annapolis Rd Wb New Carollton MD, 20784",38.9578174,-76.8698665
08/27/2023,911 DISCONNECT,6202 85th Pl," New Carollton MD, 20784",,"6202 85th Pl New Carollton MD, 20784",38.9703875,-76.8722087
08/27/2023,911 DISCONNECT,6219 85th Pl," New Carollton MD, 20784",,"6219 85th Pl New Carollton MD, 20784",38.9717088,-76.8718484
08/27/2023,911 DISCONNECT,8269 Powhatan St," New Carollton MD, 20784",,"8269 Powhatan St New Carollton MD, 20784",38.9655036,-76.8736493
08/27/2023,911 DISCONNECT,8500 Annapolis Rd Wb," New Carollton MD, 20784",,"8500 Annapolis Rd Wb New Carollton MD, 20784",38.9590239,-76.8686729
08/27/2023,911 DISCONNECT,5540 Karen Elaine Dr," New Carollton MD, 20784",,"5540 Karen Elaine Dr New Carollton MD, 20784",38.9560147,-76.8796724
08/27/2023,CHECK WELFARE COMBINED,5528 Karen Elaine Dr," New Carollton MD, 20784",PP/NC10,"5528 Karen Elaine Dr New Carollton MD, 20784",38.956699,-76.879844
08/27/2023,FAMILY DISPUTE,5540 Karen Elaine Dr Apt 1643," New Carollton MD, 20784",PP/NC10,"5540 Karen Elaine Dr Apt 1643 New Carollton MD, 20784",38.9560147,-76.8796724
08/27/2023,HIT AND RUN,8401 Cathedral Ave," New Carollton MD, 20784",PP/NC11,"8401 Cathedral Ave New Carollton MD, 20784",38.9747097,-76.8774334
08/28/2023,911 DISCONNECT,5312 85th Ave," New Carollton MD, 20784",,"5312 85th Ave New Carollton MD, 20784",38.95325,-76.869748
08/28/2023,ATT SUICIDE COMBINED,8211 Quentin St Apt Bsmt," New Carollton MD, 20784",PP/NC11,"8211 Quentin St Apt Bsmt New Carollton MD, 20784",38.9709714,-76.8822525
08/28/2023,FAMILY DISPUTE,7765 Riverdale Rd Eb Apt 202," New Carollton MD, 20784",PP/1B9,"7765 Riverdale Rd Eb Apt 202 New Carollton MD, 20784",38.9581161,-76.8750942
08/28/2023,FAMILY DISPUTE,7765 Riverdale Rd Eb Apt 202," New Carollton MD, 20784",PP/1B9,"7765 Riverdale Rd Eb Apt 202 New Carollton MD, 20784",38.9581161,-76.8750942
08/28/2023,911 DISCONNECT,7590 Good Luck Rd," New Carollton MD, 20784",,"7590 Good Luck Rd New Carollton MD, 20784",38.9776171,-76.8747144
08/28/2023,MISC POLICE INCIDENT,8300 Larchwood St," New Carollton MD, 20784",,"8300 Larchwood St New Carollton MD, 20784",38.9681491,-76.8796403
08/28/2023,THEFT FROM AUTO,6123 Lamont Dr," New Carollton MD, 20784",PP/NC11,"6123 Lamont Dr New Carollton MD, 20784",38.9685499,-76.8796403
08/28/2023,WARRANT SERVICE,6005 88th Pl," New Carollton MD, 20784",PP/SC585,"6005 88th Pl New Carollton MD, 20784",38.9673924,-76.8670288
08/28/2023,VANDALISM,7529 Riverdale Rd Eb Apt 1848," New Carollton MD, 20784",PP/NC20,"7529 Riverdale Rd Eb Apt 1848 New Carollton MD, 20784",38.9576613,-76.8832053
08/28/2023,UNKNOWN TROUBLE,6704 Sunset Ter," New Carollton MD, 20784",,"6704 Sunset Ter New Carollton MD, 20784",38.9707471,-76.8901338
08/28/2023,UNKNOWN TROUBLE,8100 Annapolis Rd Wb," New Carollton MD, 20784",,"8100 Annapolis Rd Wb New Carollton MD, 20784",38.9557228,-76.874168
08/28/2023,911 DISCONNECT,8321 Annapolis Rd Eb," New Carollton MD, 20784",,"8321 Annapolis Rd Eb New Carollton MD, 20784",38.9555737,-76.8698921
08/28/2023,UNKNOWN TROUBLE,8401 Annapolis Rd Eb," New Carollton MD, 20784",,"8401 Annapolis Rd Eb New Carollton MD, 20784",38.9561793,-76.8690332
08/28/2023,DISORDERLY,7505 Riverdale Rd Eb Apt 2037," New Carollton MD, 20784",PP/NC21,"7505 Riverdale Rd Eb Apt 2037 New Carollton MD, 20784",38.960251,-76.8812248
08/28/2023,911 DISCONNECT,7101 Good Luck Rd," New Carollton MD, 20784",,"7101 Good Luck Rd New Carollton MD, 20784",38.9742427,-76.8833559
08/28/2023,CHECK WELFARE,6401 Inlet St," New Carollton MD, 20784",,"6401 Inlet St New Carollton MD, 20784",38.9695583,-76.8833874
08/28/2023,MISSING PERSON,5540 Karen Elaine Dr Apt 1643," New Carollton MD, 20784",PP/NC21,"5540 Karen Elaine Dr Apt 1643 New Carollton MD, 20784",38.9560147,-76.8796724
08/28/2023,HIT AND RUN,Lamont Dr / Carrollton Pkwy," New Carollton MD, 20784",PP/NC20,"Lamont Dr / Carrollton Pkwy New Carollton MD, 20784",38.9697865,-76.8803489
08/28/2023,ASSAULT REPORT,8445 Annapolis Rd Eb Apt Ste A," New Carollton MD, 20784",PP/NC21,"8445 Annapolis Rd Eb Apt Ste A New Carollton MD, 20784",38.9566736,-76.869326
08/28/2023,ACCIDENT,Annapolis Rd Wb / 85th Ave," New Carollton MD, 20784",PP/NC20,"Annapolis Rd Wb / 85th Ave New Carollton MD, 20784",38.964453,-76.8707519
08/28/2023,DISORDERLY,8330 Quentin St," New Carollton MD, 20784",PP/NC21,"8330 Quentin St New Carollton MD, 20784",38.9705978,-76.8775685
08/28/2023,UNKNOWN TROUBLE,7365 Good Luck Rd," New Carollton MD, 20784",,"7365 Good Luck Rd New Carollton MD, 20784",38.9764799,-76.8786807
08/28/2023,T - Traffic Stop,Annapolis Rd Eb / Riverdale Rd Eb," New Carollton MD, 20784",PP/NC11,"Annapolis Rd Eb / Riverdale Rd Eb New Carollton MD, 20784",38.9557861,-76.8729861
08/28/2023,SUSPICIOUS OCC AUTO,7713 Riverdale Rd Eb," New Carollton MD, 20784",PP/NC10,"7713 Riverdale Rd Eb New Carollton MD, 20784",38.9582704,-76.8753413
08/28/2023,T - Traffic Stop,Annapolis Rd Eb / Riverdale Rd Eb," New Carollton MD, 20784",PP/NC11,"Annapolis Rd Eb / Riverdale Rd Eb New Carollton MD, 20784",38.9557861,-76.8729861
08/28/2023,T - Traffic Stop,Annapolis Rd Eb / 85th Ave," New Carollton MD, 20784",PP/NC11,"Annapolis Rd Eb / 85th Ave New Carollton MD, 20784",38.964453,-76.8707519
08/28/2023,ASSAULT,5456 85th Ave," New Carollton MD, 20784",PP/NC11,"5456 85th Ave New Carollton MD, 20784",38.954339,-76.8693708
08/28/2023,911 DISCONNECT,Approx Loc:8111 Carrollton Pkwy," New Carollton MD, 20784",,"Approx Loc:8111 Carrollton Pkwy New Carollton MD, 20784",38.967696,-76.8835212
08/28/2023,MISC POLICE INCIDENT,Approx Loc:7747 Riverdale Rd Eb," New Carollton MD, 20784",,"Approx Loc:7747 Riverdale Rd Eb New Carollton MD, 20784",38.9583029,-76.8755201
08/28/2023,STOLEN VEH,7745 Riverdale Rd Eb Apt T3," New Carollton MD, 20784",PP/NC11,"7745 Riverdale Rd Eb Apt T3 New Carollton MD, 20784",38.9578301,-76.8733465
08/29/2023,911 DISCONNECT,7745 Riverdale Rd Eb," New Carollton MD, 20784",,"7745 Riverdale Rd Eb New Carollton MD, 20784",38.9578301,-76.8733465
08/29/2023,MISC POLICE INCIDENT,7745 Riverdale Rd Eb," New Carollton MD, 20784",,"7745 Riverdale Rd Eb New Carollton MD, 20784",38.9578301,-76.8733465
08/29/2023,PREMISE CHECK,8100 Annapolis Rd Wb," New Carollton MD, 20784",PP/NC10,"8100 Annapolis Rd Wb New Carollton MD, 20784",38.9557228,-76.874168
08/29/2023,STOLEN VEH,5508 Karen Elaine Dr Apt 823," New Carollton MD, 20784",PP/NC20,"5508 Karen Elaine Dr Apt 823 New Carollton MD, 20784",38.956422,-76.879214
08/29/2023,PREMISE CHECK,7101 Good Luck Rd," New Carollton MD, 20784",PP/NC20,"7101 Good Luck Rd New Carollton MD, 20784",38.9742427,-76.8833559
08/29/2023,ANIMAL COMPLAINT,Jodie St / Inlet St," New Carollton MD, 20784",PP/NC20,"Jodie St / Inlet St New Carollton MD, 20784",38.9714163,-76.8853873
08/29/2023,TRESPASSING COMPL,8500 Annapolis Rd Wb," New Carollton MD, 20784",PP/NC20,"8500 Annapolis Rd Wb New Carollton MD, 20784",38.9590239,-76.8686729
08/29/2023,911 DISCONNECT,8100 Annapolis Rd Wb," New Carollton MD, 20784",,"8100 Annapolis Rd Wb New Carollton MD, 20784",38.9557228,-76.874168
08/29/2023,UNKNOWN TROUBLE,8211 Annapolis Rd Eb," New Carollton MD, 20784",,"8211 Annapolis Rd Eb New Carollton MD, 20784",38.9553714,-76.8721411
08/29/2023,NOTIFICATION,5820 89th Ave," New Carollton MD, 20784",PP/NC20,"5820 89th Ave New Carollton MD, 20784",38.9635186,-76.8664433
08/29/2023,VANDALISM,8211 Annapolis Rd Eb," New Carollton MD, 20784",PP/NC20,"8211 Annapolis Rd Eb New Carollton MD, 20784",38.9553714,-76.8721411
08/29/2023,T - Traffic Stop,8100 Annapolis Rd Wb," New Carollton MD, 20784",PP/NC20,"8100 Annapolis Rd Wb New Carollton MD, 20784",38.9557228,-76.874168
08/29/2023,RESIDENTIAL ALARM,6002 85th Ave," New Carollton MD, 20784",PP/NC20,"6002 85th Ave New Carollton MD, 20784",38.9648955,-76.871488
08/29/2023,PREMISE CHECK,7101 Good Luck Rd," New Carollton MD, 20784",PP/NC20,"7101 Good Luck Rd New Carollton MD, 20784",38.9742427,-76.8833559
08/29/2023,PREMISE CHECK,Cathedral Ave / 85th Ave," New Carollton MD, 20784",PP/NC3111,"Cathedral Ave / 85th Ave New Carollton MD, 20784",38.9749622,-76.8753927
08/29/2023,CHECK WELFARE,6628 Chestnut Ave," New Carollton MD, 20784",PP/NC20,"6628 Chestnut Ave New Carollton MD, 20784",38.9709458,-76.8932862
08/29/2023,911 DISCONNECT,8401 Annapolis Rd Eb," New Carollton MD, 20784",,"8401 Annapolis Rd Eb New Carollton MD, 20784",38.9561793,-76.8690332
08/29/2023,PREMISE CHECK,Lamont Dr / Verona Dr," New Carollton MD, 20784",PP/NC20,"Lamont Dr / Verona Dr New Carollton MD, 20784",38.9686829,-76.8800273
08/29/2023,VEHICLE ACCIDENT COMBINED,7711 Riverdale Rd Eb," New Carollton MD, 20784",PP/NC21,"7711 Riverdale Rd Eb New Carollton MD, 20784",38.9587604,-76.8765551
08/29/2023,ACCIDENT,7701 Riverdale Rd Eb," New Carollton MD, 20784",,"7701 Riverdale Rd Eb New Carollton MD, 20784",38.9591036,-76.8772939
08/29/2023,911 DISCONNECT,7764 Riverdale Rd Wb," New Carollton MD, 20784",,"7764 Riverdale Rd Wb New Carollton MD, 20784",38.9587353,-76.8739128
08/29/2023,DISORDERLY,8470 Annapolis Rd Wb," New Carollton MD, 20784",PP/NC21,"8470 Annapolis Rd Wb New Carollton MD, 20784",38.9583553,-76.8709813
08/29/2023,LOST PROPERTY,8309 Annapolis Rd Eb," New Carollton MD, 20784",PP/NC11,"8309 Annapolis Rd Eb New Carollton MD, 20784",38.9560451,-76.8718145
08/29/2023,911 DISCONNECT,6250 Westbrook Dr," New Carollton MD, 20784",,"6250 Westbrook Dr New Carollton MD, 20784",38.9653909,-76.879006
08/29/2023,STOLEN VEH,7215 Good Luck Rd," New Carollton MD, 20784",,"7215 Good Luck Rd New Carollton MD, 20784",38.9757204,-76.8806761
08/30/2023,DOMESTIC,7613 Riverdale Rd Eb Apt 106," New Carollton MD, 20784",PP/NC11,"7613 Riverdale Rd Eb Apt 106 New Carollton MD, 20784",38.9597764,-76.8791189
08/30/2023,CHECK WELFARE,6903 Good Luck Rd," New Carollton MD, 20784",,"6903 Good Luck Rd New Carollton MD, 20784",38.9738208,-76.8875668
08/30/2023,WARRANT SERVICE,7203 Good Luck Rd," New Carollton MD, 20784",PP/SC585,"7203 Good Luck Rd New Carollton MD, 20784",38.9750977,-76.8818922
08/30/2023,911 DISCONNECT,7504 Riverdale Rd Wb," New Carollton MD, 20784",,"7504 Riverdale Rd Wb New Carollton MD, 20784",38.9610956,-76.8813968
08/30/2023,DOMESTIC W/ WEAPON,6628 Chestnut Ave," New Carollton MD, 20784",PP/NC20,"6628 Chestnut Ave New Carollton MD, 20784",38.9709458,-76.8932862
08/30/2023,HIT AND RUN W/INJURY COMBINED,Annapolis Rd Eb / 85th Ave," New Carollton MD, 20784",PP/NC20,"Annapolis Rd Eb / 85th Ave New Carollton MD, 20784",38.964453,-76.8707519
08/30/2023,HIT AND RUN,8461 Annapolis Rd Eb," New Carollton MD, 20784",,"8461 Annapolis Rd Eb New Carollton MD, 20784",38.9574249,-76.8692359
08/30/2023,CHECK WELFARE MENTAL,8418 Carrollton Pkwy," New Carollton MD, 20784",PP/NC20,"8418 Carrollton Pkwy New Carollton MD, 20784",38.9721351,-76.8755867
08/30/2023,T - Traffic Stop,6130 Lamont Dr," New Carollton MD, 20784",PP/NC3164,"6130 Lamont Dr New Carollton MD, 20784",38.9680574,-76.8818246
08/30/2023,PREMISE CHECK,8445 Annapolis Rd Eb," New Carollton MD, 20784",,"8445 Annapolis Rd Eb New Carollton MD, 20784",38.9566736,-76.869326
08/30/2023,LOUD MUSIC COMPLAINT,5321 85th Ave Apt 102," New Carollton MD, 20784",,"5321 85th Ave Apt 102 New Carollton MD, 20784",38.9554536,-76.8675486
08/30/2023,FOUND,5507 Karen Elaine Dr," New Carollton MD, 20784",PP/NC20,"5507 Karen Elaine Dr New Carollton MD, 20784",38.9571734,-76.8788071
08/30/2023,PREMISE CHECK,5100(5400) Blk 85th Ave," New Carollton MD, 20784",PP/NC20,"5100(5400) Blk 85th Ave New Carollton MD, 20784",38.9544833,-76.871637
08/30/2023,RESIDENTIAL ALARM,6002 85th Ave," New Carollton MD, 20784",PP/NC21,"6002 85th Ave New Carollton MD, 20784",38.9648955,-76.871488
08/30/2023,911 DISCONNECT,8113 Carrollton Pkwy," New Carollton MD, 20784",,"8113 Carrollton Pkwy New Carollton MD, 20784",38.9677339,-76.8835027
08/30/2023,UNKNOWN TROUBLE,8113 Carrollton Pkwy," New Carollton MD, 20784",,"8113 Carrollton Pkwy New Carollton MD, 20784",38.9677339,-76.8835027
08/30/2023,911 DISCONNECT,6250 Westbrook Dr," New Carollton MD, 20784",,"6250 Westbrook Dr New Carollton MD, 20784",38.9653909,-76.879006
08/30/2023,911 DISCONNECT,6250 Westbrook Dr," New Carollton MD, 20784",,"6250 Westbrook Dr New Carollton MD, 20784",38.9653909,-76.879006
08/30/2023,DISORDERLY,7604 Fontainebleau Dr Apt 223," New Carollton MD, 20784",,"7604 Fontainebleau Dr Apt 223 New Carollton MD, 20784",38.9588272,-76.8797971
08/30/2023,RESIDENTIAL ALARM,6511 Lamont Dr," New Carollton MD, 20784",PP/NC20,"6511 Lamont Dr New Carollton MD, 20784",38.9730861,-76.8807662
08/30/2023,911 DISCONNECT,7707 Riverdale Rd Eb," New Carollton MD, 20784",,"7707 Riverdale Rd Eb New Carollton MD, 20784",38.9589389,-76.8766103
08/30/2023,THEFT REPORT,6016 Princess Garden Pkwy," New Carollton MD, 20784",PP/NC21,"6016 Princess Garden Pkwy New Carollton MD, 20784",38.9646201,-76.8653848
08/30/2023,ANIMAL COMPLAINT,7523 Riverdale Rd Eb Apt 1997," New Carollton MD, 20784",PP/NC11,"7523 Riverdale Rd Eb Apt 1997 New Carollton MD, 20784",38.9582307,-76.8821958
08/30/2023,911 DISCONNECT,7600 Fontainebleau Dr," New Carollton MD, 20784",,"7600 Fontainebleau Dr New Carollton MD, 20784",38.9584907,-76.8805185
08/30/2023,PREMISE CHECK,8461 Annapolis Rd Eb," New Carollton MD, 20784",PP/NC11,"8461 Annapolis Rd Eb New Carollton MD, 20784",38.9574249,-76.8692359
08/31/2023,PREMISE CHECK,8211 Annapolis Rd Eb," New Carollton MD, 20784",PP/NC11,"8211 Annapolis Rd Eb New Carollton MD, 20784",38.9553714,-76.8721411
08/31/2023,PREMISE CHECK,5400 85th Ave," New Carollton MD, 20784",PP/NC10,"5400 85th Ave New Carollton MD, 20784",38.9544833,-76.871637
08/31/2023,PREMISE CHECK,8700 Annapolis Rd Wb," New Carollton MD, 20784",PP/NC11,"8700 Annapolis Rd Wb New Carollton MD, 20784",38.9585492,-76.8680582
08/31/2023,SUSPICIOUS AUTO,Lamont Dr / Westbrook Dr," New Carollton MD, 20784",PP/NC11,"Lamont Dr / Westbrook Dr New Carollton MD, 20784",38.9656245,-76.8804475
08/31/2023,UNKNOWN TROUBLE,8461 Annapolis Rd Eb," New Carollton MD, 20784",,"8461 Annapolis Rd Eb New Carollton MD, 20784",38.9574249,-76.8692359
08/31/2023,REPORTED CIT ROBBERY,7612 Fontainebleau Dr," New Carollton MD, 20784",PP/NC10,"7612 Fontainebleau Dr New Carollton MD, 20784",38.9594127,-76.8785783
08/31/2023,STOLEN VEH,7507 Riverdale Rd Eb Apt 2054," New Carollton MD, 20784",PP/NC11,"7507 Riverdale Rd Eb Apt 2054 New Carollton MD, 20784",38.9608362,-76.8817765
08/31/2023,SUSPICIOUS AUTO,7525 Riverdale Rd Eb," New Carollton MD, 20784",PP/NC11,"7525 Riverdale Rd Eb New Carollton MD, 20784",38.9575073,-76.8826211
08/31/2023,DOMESTIC,7749 Riverdale Rd Eb Apt 102," New Carollton MD, 20784",PP/NC20,"7749 Riverdale Rd Eb Apt 102 New Carollton MD, 20784",38.9584287,-76.8752362
08/31/2023,BREAK IN REPORT,6100 84th Ave," New Carollton MD, 20784",PP/NC21,"6100 84th Ave New Carollton MD, 20784",38.966488,-76.8749111
08/31/2023,THEFT REPORT,8435 Annapolis Rd Eb," New Carollton MD, 20784",PP/NC3169,"8435 Annapolis Rd Eb New Carollton MD, 20784",38.9560995,-76.8692084
08/31/2023,SUSPICIOUS AUTO,Legation Rd / Topton St," New Carollton MD, 20784",PP/NC21,"Legation Rd / Topton St New Carollton MD, 20784",38.9606515,-76.8747518
08/31/2023,RESIDENTIAL ALARM,7427 Leahy Rd," New Carollton MD, 20784",,"7427 Leahy Rd New Carollton MD, 20784",38.9742917,-76.8857203
08/31/2023,PREMISE CHECK,7786 Riverdale Rd Wb," New Carollton MD, 20784",,"7786 Riverdale Rd Wb New Carollton MD, 20784",38.9581614,-76.8728557
08/31/2023,HIT AND RUN,7601 Riverdale Rd Eb Apt 444," New Carollton MD, 20784",,"7601 Riverdale Rd Eb Apt 444 New Carollton MD, 20784",38.9600699,-76.880187
08/31/2023,THEFT REPORT,8310 Annapolis Rd Wb Apt Ste A," New Carollton MD, 20784",PP/NC21,"8310 Annapolis Rd Wb Apt Ste A New Carollton MD, 20784",38.9571041,-76.8718709
08/31/2023,911 DISCONNECT,0 Blk Annapolis Rd Wb," New Carollton MD, 20784",,"0 Blk Annapolis Rd Wb New Carollton MD, 20784",38.9557861,-76.8729861
08/31/2023,911 DISCONNECT,8445 Annapolis Rd Eb," New Carollton MD, 20784",,"8445 Annapolis Rd Eb New Carollton MD, 20784",38.9566736,-76.869326
08/31/2023,DISORDERLY,6212 87th Ave," New Carollton MD, 20784",PP/NC11,"6212 87th Ave New Carollton MD, 20784",38.9707225,-76.8702269
08/31/2023,MISC POLICE INCIDENT,5337 85th Ave," New Carollton MD, 20784",,"5337 85th Ave New Carollton MD, 20784",38.9555181,-76.8675423
08/31/2023,DISORDERLY,6212 87th Ave," New Carollton MD, 20784",PP/NC11,"6212 87th Ave New Carollton MD, 20784",38.9707225,-76.8702269
08/31/2023,CHECK WELFARE,8602 Preston St," New Carollton MD, 20784",PP/NC11,"8602 Preston St New Carollton MD, 20784",38.9679791,-76.8707674
08/31/2023,DISORDERLY,7713 Riverdale Rd Eb," New Carollton MD, 20784",PP/NC11,"7713 Riverdale Rd Eb New Carollton MD, 20784",38.9582704,-76.8753413
08/31/2023,DISORDERLY,7713 Riverdale Rd Eb," New Carollton MD, 20784",PP/NC11,"7713 Riverdale Rd Eb New Carollton MD, 20784",38.9582704,-76.8753413
08/31/2023,MISC POLICE INCIDENT,7504 Riverdale Rd Wb," New Carollton MD, 20784",,"7504 Riverdale Rd Wb New Carollton MD, 20784",38.9610956,-76.8813968
08/31/2023,THEFT REPORT,7504 Riverdale Rd Wb," New Carollton MD, 20784",PP/NC11,"7504 Riverdale Rd Wb New Carollton MD, 20784",38.9610956,-76.8813968
08/31/2023,THEFT REPORT,7504 Riverdale Rd Wb," New Carollton MD, 20784",,"7504 Riverdale Rd Wb New Carollton MD, 20784",38.9610956,-76.8813968
08/31/2023,PREMISE CHECK,7414 Riverdale Rd Wb," New Carollton MD, 20784",PP/NC10,"7414 Riverdale Rd Wb New Carollton MD, 20784",38.9622988,-76.8826353
08/31/2023,PREMISE CHECK,7710 Riverdale Rd Wb," New Carollton MD, 20784",PP/NC11,"7710 Riverdale Rd Wb New Carollton MD, 20784",38.9596402,-76.8740779
08/31/2023,DOMESTIC,5548 Karen Elaine Dr Apt 1428," New Carollton MD, 20784",PP/NC10,"5548 Karen Elaine Dr Apt 1428 New Carollton MD, 20784",38.9557623,-76.8794507
09/01/2023,PREMISE CHECK,8309 Annapolis Rd Eb," New Carollton MD, 20784",PP/NC11,"8309 Annapolis Rd Eb New Carollton MD, 20784",38.9560451,-76.8718145
09/01/2023,MISC POLICE INCIDENT,7313 Longbranch Dr," New Carollton MD, 20784",,"7313 Longbranch Dr New Carollton MD, 20784",38.9676968,-76.8883324
09/01/2023,PREMISE CHECK,8461 Annapolis Rd Eb," New Carollton MD, 20784",,"8461 Annapolis Rd Eb New Carollton MD, 20784",38.9574249,-76.8692359
09/01/2023,PREMISE CHECK,Lamont Dr / Carrollton Pkwy," New Carollton MD, 20784",PP/NC11,"Lamont Dr / Carrollton Pkwy New Carollton MD, 20784",38.9697865,-76.8803489
09/01/2023,PREMISE CHECK,8500 Annapolis Rd Wb," New Carollton MD, 20784",PP/NC11,"8500 Annapolis Rd Wb New Carollton MD, 20784",38.9590239,-76.8686729
09/01/2023,PROPERTY ALARM COMMERCIAL,8500 Annapolis Rd Wb Apt H," New Carollton MD, 20784",PP/NC10,"8500 Annapolis Rd Wb Apt H New Carollton MD, 20784",38.9590239,-76.8686729
09/01/2023,DISORDERLY,6504 Lamont Pl," New Carollton MD, 20784",PP/NC21,"6504 Lamont Pl New Carollton MD, 20784",38.9723913,-76.88223
09/01/2023,THEFT REPORT,7790 Riverdale Rd Wb," New Carollton MD, 20784",PP/NC21,"7790 Riverdale Rd Wb New Carollton MD, 20784",38.9578728,-76.8726366
09/01/2023,FAMILY DISPUTE,8305 Fremont Pl," New Carollton MD, 20784",PP/NC21,"8305 Fremont Pl New Carollton MD, 20784",38.971082,-76.8733798
09/01/2023,CHILD CUSTODY,7101 Good Luck Rd," New Carollton MD, 20784",PP/2B3,"7101 Good Luck Rd New Carollton MD, 20784",38.9742427,-76.8833559
09/01/2023,911 DISCONNECT,7600 Fontainebleau Dr," New Carollton MD, 20784",,"7600 Fontainebleau Dr New Carollton MD, 20784",38.9584907,-76.8805185
09/01/2023,FAMILY DISPUTE,7515 Riverdale Rd Eb Apt 1908," New Carollton MD, 20784",PP/NC21,"7515 Riverdale Rd Eb Apt 1908 New Carollton MD, 20784",38.9587766,-76.8823532
09/01/2023,T - Traffic Stop,Westbrook Dr / Powhatan St," New Carollton MD, 20784",PP/NC3171,"Westbrook Dr / Powhatan St New Carollton MD, 20784",38.96551,-76.872965
09/01/2023,TRESPASSING COMPL,8310 Annapolis Rd Wb," New Carollton MD, 20784",PP/NC10,"8310 Annapolis Rd Wb New Carollton MD, 20784",38.9571041,-76.8718709
09/01/2023,MISC POLICE INCIDENT,5532 Karen Elaine Dr," New Carollton MD, 20784",,"5532 Karen Elaine Dr New Carollton MD, 20784",38.95665,-76.880715
09/01/2023,LOCK OUT/IN COMBINED,7823 Riverdale Rd Eb," New Carollton MD, 20784",,"7823 Riverdale Rd Eb New Carollton MD, 20784",38.9568879,-76.8770055
09/01/2023,SUSPICIOUS AUTO,6203 86th Ave," New Carollton MD, 20784",PP/NC11,"6203 86th Ave New Carollton MD, 20784",38.9699891,-76.870831
09/01/2023,FAMILY DISPUTE,7710 Riverdale Rd Wb," New Carollton MD, 20784",PP/NC11,"7710 Riverdale Rd Wb New Carollton MD, 20784",38.9596402,-76.8740779
09/01/2023,ANIMAL COMPLAINT COMBINED,8317 Quentin St," New Carollton MD, 20784",PP/NC11,"8317 Quentin St New Carollton MD, 20784",38.9716376,-76.8786044
09/01/2023,ANIMAL COMPLAINT COMBINED,8317 Quentin St," New Carollton MD, 20784",PP/NC11,"8317 Quentin St New Carollton MD, 20784",38.9716376,-76.8786044
09/01/2023,TRAFFIC COMPLAINT,Longbranch Dr / Carrollton Pkwy," New Carollton MD, 20784",,"Longbranch Dr / Carrollton Pkwy New Carollton MD, 20784",38.9667616,-76.8839723
09/01/2023,PREMISE CHECK,5400 85th Ave," New Carollton MD, 20784",PP/NC10,"5400 85th Ave New Carollton MD, 20784",38.9544833,-76.871637
09/01/2023,911 DISCONNECT,7911 Legation Rd," New Carollton MD, 20784",,"7911 Legation Rd New Carollton MD, 20784",38.9605062,-76.8783341
09/01/2023,PARTY COMPLAINT,5323 85th Ave Apt 101," New Carollton MD, 20784",PP/NC11,"5323 85th Ave Apt 101 New Carollton MD, 20784",38.9554551,-76.8675484
09/02/2023,FAMILY DISPUTE,8461 Annapolis Rd Eb," New Carollton MD, 20784",PP/NC11,"8461 Annapolis Rd Eb New Carollton MD, 20784",38.9574249,-76.8692359
09/02/2023,911 DISCONNECT,6641 Good Luck Rd Eb," New Carollton MD, 20784",,"6641 Good Luck Rd Eb New Carollton MD, 20784",38.9720288,-76.8925801
09/02/2023,911 DISCONNECT,Approx Loc:6637 Auburn Ave," New Carollton MD, 20784",,"Approx Loc:6637 Auburn Ave New Carollton MD, 20784",38.9719877,-76.8932862
09/02/2023,911 DISCONNECT,7600 Fontainebleau Dr," New Carollton MD, 20784",,"7600 Fontainebleau Dr New Carollton MD, 20784",38.9584907,-76.8805185
09/02/2023,SUSPICIOUS AUTO,7600 Fontainebleau Dr," New Carollton MD, 20784",PP/NC21,"7600 Fontainebleau Dr New Carollton MD, 20784",38.9584907,-76.8805185
09/02/2023,911 DISCONNECT,5410 85th Ave Apt 204," New Carollton MD, 20784",,"5410 85th Ave Apt 204 New Carollton MD, 20784",38.9541293,-76.8712263
09/02/2023,PROPERTY ALARM COMMERCIAL,7414 Riverdale Rd Wb," New Carollton MD, 20784",PP/NC21,"7414 Riverdale Rd Wb New Carollton MD, 20784",38.9622988,-76.8826353
09/02/2023,SUSPICIOUS AUTO,5501 Karen Elaine Dr," New Carollton MD, 20784",PP/NC21,"5501 Karen Elaine Dr New Carollton MD, 20784",38.9563493,-76.8779063
09/02/2023,STOLEN VEH,5538 Karen Elaine Dr Apt 1623," New Carollton MD, 20784",,"5538 Karen Elaine Dr Apt 1623 New Carollton MD, 20784",38.9561939,-76.8799399
09/02/2023,DISORDERLY,6016 Princess Garden Pkwy," New Carollton MD, 20784",PP/NC21,"6016 Princess Garden Pkwy New Carollton MD, 20784",38.9646201,-76.8653848
09/02/2023,911 DISCONNECT,7609 Riverdale Rd Eb," New Carollton MD, 20784",,"7609 Riverdale Rd Eb New Carollton MD, 20784",38.9590726,-76.8808585
09/02/2023,SUSPICIOUS AUTO,5200 85th Ave," New Carollton MD, 20784",PP/NC21,"5200 85th Ave New Carollton MD, 20784",38.9520705,-76.869557
09/02/2023,T - Traffic Stop,Lamont Dr / Carrollton Pkwy," New Carollton MD, 20784",PP/NC21,"Lamont Dr / Carrollton Pkwy New Carollton MD, 20784",38.9697865,-76.8803489
